12	13.2	30	30.9
75	76.5	17	18.9
10	11	32	34
57	57.8	84	84.9
35	36.9	68	69.6
65	65.9	30	31.7
22	23.3	69	70.7
60	60.7	34	35.2
39	39.8	34	35.2
61	62	65	66.8
23	24.1	30	32
61	62.9	21	22.1
15	16.3	29	30.6
90	92	9	9.9
5	6.9	73	74.7
86	87.6	70	71.1
16	17.2	73	73.6
85	85.8	51	52.1
36	37.8	75	76.2
88	89.4	81	81.8
39	39.8	86	87.9
67	68.2	82	83.3
37	38.8	39	40.3
80	80.9	39	39.6
22	23.3	12	13.3
84	85	55	56.1
21	21.9	53	54.5
62	63	58	59.2
29	29.7	83	84.4
75	76.7	19	20.3
24	25.3	41	42.4
94	95.2	28	28.6
37	38.6	50	51.6
81	82.7	22	24
34	36	63	64.2
66	67.5	42	42.7
22	23	56	57.3
89	90.5	45	46.1
40	42	41	41.8
66	66.6	90	91.2
