27	28	37	38.4
81	82.6	56	58
28	29.1	60	61.9
76	77.5	72	72.9
18	19.1	66	66.9
85	85.8	91	92.7
14	15.9	75	76.1
76	77.8	38	39.7
9	10.9	70	71.8
66	67.3	89	89.6
25	26.2	32	33.3
83	84.5	87	89
23	24.7	10	10.6
71	72.9	36	37
27	28.2	6	7.1
72	73.5	75	75.8
16	17.4	66	66.7
64	65.4	89	89.8
6	8	48	48.9
71	72.9	69	70
42	42.9	51	52.7
62	62.9	35	36
33	34.5	46	47.8
72	73.8	41	42.7
23	24.3	14	15.8
73	74.6	37	38.4
12	12.6	61	62.9
77	78.9	37	38.7
32	33.4	9	10.1
67	67.7	48	49.8
22	23.4	48	49.7
62	64	84	84.7
14	14.6	99	100.8
91	92.5	79	80
18	18.6	44	45.8
63	64.8	51	52.5
6	7	17	18.3
58	59.1	84	85.9
16	16.6	46	47.4
93	94.8	22	23.5
6	6.9	84	85.1
78	78.7	93	94
14	14.9	56	57.6
90	91.3	26	27.8
25	26.1	55	56.7
72	73.7	46	46.7
27	28.1	6	6.7
70	71.6	37	38.4
15	15.9	35	36.9
75	76.3	53	53.7
30	31.4	83	84.3
57	58.8	22	23.5
6	7.2	92	93
94	94.9	73	74.2
40	40.6	64	64.8
60	61.2	78	79.3
29	29.8	19	20.5
90	91	69	71
12	13	76	77.8
89	90.5	68	68.7
