0.112512	0
0.148496	0
0.148537	0
0.184596	0
0.184662	0
0.220596	0
0.220696	0
0.220708	0
0.256596	0
0.256696	0
0.256708	0
0.292596	0
0.292696	0
0.292721	0
0.292721	0
0.292721	0
0.292721	0
0.328596	0
0.328696	0
0.328729	0
0.328729	0
0.328729	0
0.328729	0
0.328729	0
0.328729	0
0.328729	0
0.364596	0
0.364696	0
0.364737	0
0.364737	0
0.364737	0
0.364737	0
0.364737	0
0.364737	0
0.364737	0
0.364737	0
0.364737	0
0.364808	0
0.400596	0
0.400696	0
0.400758	0
0.400758	0
0.400758	0
0.400758	0
0.400758	0
0.400758	0
0.400758	0
0.400758	0
0.400758	0
0.400758	0
0.400758	0
0.400758	0
0.400758	0
0.400758	0
0.400758	0
0.400808	0
0.436596	0
0.436696	0
0.436792	0
0.436792	0
0.436792	0
0.436792	0
0.436792	0
0.436792	0
0.436792	0
0.436792	0
0.436792	0
0.436792	0
0.436792	0
0.436792	0
0.436792	0
0.436792	0
0.436792	0
0.436792	0
0.436792	0
0.436792	0
0.436792	0
0.436792	0
0.436792	0
0.436792	0
0.436792	0
0.436792	0
0.436808	0
0.472596	0
0.472696	0
0.472796	0
0.472796	0
0.472796	0
0.472796	0
0.472796	0
0.472796	0
0.472796	0
0.472796	0
0.472796	0
0.472796	0
0.472796	0
0.472796	0
0.472796	0
0.472796	0
0.472796	0
0.472796	0
0.472796	0
0.472796	0
0.472796	0
0.472796	0
0.472796	0
0.472796	0
0.472796	0
0.472796	0
0.472796	0
0.472796	0
0.472796	0
0.47285	0
0.47285	0
0.47285	0
0.47285	0
0.47285	0
0.47285	0
0.47285	0
0.47285	0
0.47285	0
0.47285	0
0.47285	0
0.47285	0
0.472908	0
0.508596	0
0.508696	0
0.508796	0
0.508796	0
0.508796	0
0.508796	0
0.508796	0
0.508796	0
0.508796	0
0.508796	0
0.508796	0
0.508796	0
0.508796	0
0.508796	0
0.508796	0
0.508796	0
0.508796	0
0.508796	0
0.508796	0
0.508796	0
0.508796	0
0.508796	0
0.508796	0
0.508796	0
0.508796	0
0.508796	0
0.508796	0
0.508796	0
0.508796	0
0.508896	0
0.508896	0
0.508896	0
0.508896	0
0.508896	0
0.508896	0
0.508896	0
0.508896	0
0.508896	0
0.508896	0
0.508896	0
0.508896	0
0.508896	0
0.508896	0
0.508896	0
0.508896	0
0.508896	0
0.508896	0
0.508896	0
0.508896	0
0.508896	0
0.508896	0
0.508896	0
0.508896	0
0.508896	0
0.508896	0
0.508896	0
0.508929	0
0.508929	0
0.508929	0
0.508929	0
0.508929	0
0.508929	0
0.508929	0
0.544596	0
0.544696	0
0.544796	0
0.544796	0
0.544796	0
0.544796	0
0.544796	0
0.544796	0
0.544796	0
0.544796	0
0.544796	0
0.544796	0
0.544796	0
0.544796	0
0.544796	0
0.544796	0
0.544796	0
0.544796	0
0.544796	0
0.544796	0
0.544796	0
0.544796	0
0.544796	0
0.544796	0
0.544796	0
0.544796	0
0.544796	0
0.544796	0
0.544796	0
0.544896	0
0.544896	0
0.544896	0
0.544896	0
0.544896	0
0.544896	0
0.544896	0
0.544896	0
0.544896	0
0.544896	0
0.544896	0
0.544896	0
0.544896	0
0.544896	0
0.544896	0
0.544896	0
0.544896	0
0.544896	0
