0.0336083	5.70091
0.0347083	5.68484
0.112312	14.3229
0.148296	14.1593
0.148337	14.0523
0.184296	13.8597
0.184396	13.7465
0.184462	13.6366
0.220296	8.13087
0.220396	8.18472
0.220496	8.23803
0.220512	8.28921
0.240587	8.37112
0.256296	8.2983
0.256396	8.34649
0.256496	8.38995
0.256512	8.42748
0.276587	8.29271
0.292296	8.43877
0.292396	8.47038
0.292496	8.49426
0.292542	8.50966
0.312596	10.2841
0.312696	10.2682
0.312796	10.2541
0.312833	10.2418
0.328296	10.0621
0.328396	10.0736
0.328496	10.0845
0.328558	10.0948
0.329058	10.1389
0.348596	10.2598
0.348696	10.2491
0.348796	10.2401
0.348858	10.2328
0.364296	10.1096
0.364396	10.1193
0.364496	10.1285
0.364583	10.1372
0.364608	10.1457
0.365083	10.1801
0.384696	10.2441
0.384796	10.2395
0.384896	10.2361
0.384983	10.2337
0.385008	10.232
0.400296	15.1144
0.400396	15.2126
0.400496	15.3107
0.400596	15.4072
0.400608	15.5007
0.420696	15.4249
0.420796	15.3555
0.420896	15.2866
0.420996	15.2196
0.421008	15.1557
0.436296	15.4099
0.436396	15.504
0.436496	15.5941
0.436596	15.6794
0.436654	15.7589
0.436708	15.8318
0.456796	15.181
0.456896	15.1206
0.456996	15.0655
0.457096	15.0167
0.457154	14.975
0.457208	14.9412
0.472296	15.6839
0.472396	15.7643
0.472496	15.8382
0.472596	15.9051
0.472696	15.9645
0.47275	16.0161
0.472808	16.0595
0.492896	14.9969
0.492996	14.962
0.493096	14.9354
0.493196	14.9174
0.493296	14.9083
0.49335	14.9077
0.493408	14.9153
0.508296	10.9036
0.508396	10.9002
0.508496	10.8917
0.508596	10.8781
0.508696	10.8598
0.508796	10.8372
0.508892	10.8106
0.508992	10.7807
0.509033	10.748
0.529096	11.2783
0.529196	11.2896
0.529296	11.3011
0.529396	11.312
0.529496	11.3219
0.529596	11.33
0.529692	11.3359
0.529796	11.3389
0.529833	11.3385
0.544296	10.8968
0.544396	10.8792
0.544496	10.8571
0.544596	10.8311
0.544696	10.8016
0.544796	10.7693
0.544892	10.7346
0.544992	10.6985
0.545092	10.6615
0.545196	10.6245
0.545287	10.5883
0.545308	10.5536
0.565396	11.3517
0.565496	11.3551
0.565596	11.3553
0.565696	11.3517
0.565796	11.344
0.565896	11.3317
0.565992	11.3147
0.566096	11.2926
0.566196	11.2654
0.566296	11.233
0.566387	11.1954
0.566408	11.1527
0.580296	10.8515
0.580396	10.8225
0.580496	10.7905
0.580596	10.7562
0.580696	10.7202
0.580796	10.6833
0.580892	10.6462
0.580992	10.6098
0.581092	10.5749
0.581196	10.5422
0.581296	10.5126
0.581396	10.4866
0.581496	10.4649
0.581596	10.4482
0.581696	10.4367
0.581708	10.4308
0.582096	10.4476
0.601796	10.9015
0.601896	10.8898
0.601996	10.8773
0.602096	10.864
0.602196	10.8501
0.602296	10.8356
0.602308	10.8207
0.616296	10.2784
0.616396	10.2792
0.616496	10.2804
