35	36.3	59	60.9
56	57.5	70	70.9
30	31.8	99	100.3
90	91.8	92	93.9
29	29.9	15	16.6
64	65.7	36	37.1
10	11	70	71.6
61	62.6	69	70.8
36	37.7	70	71.6
61	62.5	75	75.7
10	11.8	81	82.2
66	66.9	68	70
26	27.2	35	37
74	75.2	25	26.4
14	15.8	45	46.2
55	56.8	5	6
7	8.4	73	74
67	67.7	6	6.7
41	41.7	7	8.6
56	57.2	30	31.2
9	9.8	39	40.8
91	92.1	68	69.1
28	29.4	39	40.6
57	58.3	31	32.8
8	10	76	77.1
84	85.5	9	10.4
18	19	19	20.1
64	65.3	57	57.8
26	26.9	20	21
88	89.3	11	12.6
9	9.7	32	33.9
67	67.9	95	96.5
30	31.8	73	74.7
69	70.9	36	37.9
38	38.9	55	56.3
60	60.9	6	6.9
35	37	67	68.1
88	88.9	96	97.8
40	41.3	26	27.2
77	78.8	45	46.2
