0.045	0 	0	0	0
0.145	0.00448 	0.00224	56	0.00224
0.245	0.70112 	0.2352	8820	0.2352
0.345	2.09088 	0.69912	34956	0.69912
0.445	6.62112 	1.88352	117720	1.88352
0.545	21.8381 	5.20928	323904	5.20928
0.645	41.9338 	10.4556	914868	10.4556
0.745	174.24 	30.9287	3092868	30.9287
0.845	587.886 	92.8128	10441440	92.8128
0.945	1431.21 	226.652	27097332	226.652
1.045	2651.7 	447.111	47595216	447.111
1.145	24.8582 	411.923	69138540	409.852
1.245	0 	380.237	82894788	378.325
1.345	1808.84 	482.28	82894788	351.302
1.445	18.3533 	451.352	89765652	327.882
