17	18.6	19	19.9
92	93	79	79.8
35	35.9	64	64.7
91	92.9	81	82.2
38	38.9	96	97.2
81	82.6	16	16.7
6	7.2	71	72.3
81	82.4	93	93.6
6	7.5	8	8.8
93	93.6	6	6.9
17	17.7	51	52.2
59	61	75	75.7
22	23.8	91	92.7
68	69.4	34	35.3
25	25.9	34	35.4
94	95.7	46	47.2
27	28.7	5	6.8
56	57.1	78	79.5
33	33.9	67	67.8
82	83.2	58	58.6
8	8.9	83	84.3
65	66.8	54	54.7
18	19.2	62	63.4
90	91.1	26	27.9
32	33.2	19	20.8
68	68.7	35	35.9
38	39.2	34	36
82	83.1	56	57.3
14	15.7	44	45.5
93	93.8	36	38
10	11.4	33	34.7
77	78.7	96	97.7
26	26.6	89	90.6
61	62.2	15	16.5
32	33.1	91	91.9
69	70	23	23.9
8	8.8	13	15
80	80.9	13	13.8
22	23	24	24.9
87	88.5	29	30.5
