8	10	32	33.2
86	87.2	86	87.9
7	8.3	39	40.6
65	66.7	72	74
6	6.6	12	14
57	57.7	19	20.8
9	9.9	34	35.9
62	63	34	35.3
8	9.4	97	97.9
64	65	12	12.9
16	17.8	86	86.8
69	69.7	62	63.7
22	23.4	38	39.6
55	55.7	53	55
6	7.5	22	23.6
84	85.1	6	7.4
17	18.8	21	21.9
89	91	95	95.6
42	43.4	77	78.7
71	72.2	90	91.8
8	8.8	17	17.8
72	73.8	72	73.8
11	12	17	18.3
94	95.3	70	71.4
35	35.8	27	28
72	73.9	60	60.6
23	23.9	8	8.6
60	61.3	7	8.4
37	37.9	98	98.8
65	66.2	36	36.7
39	40.3	56	57.3
61	61.7	84	84.6
41	41.8	8	9
84	85.5	22	23
27	27.9	42	44
86	86.6	52	52.9
18	19.3	45	46
57	58.6	10	11
32	32.9	84	86
73	74.2	99	100.5
32	33.4	9	10
63	63.9	58	59.7
13	14.4	34	35.6
85	86.2	20	21.4
36	37.5	38	39.2
69	70.7	26	27.3
21	23	38	38.8
62	63.9	99	99.9
20	21.9	91	92.1
70	70.9	30	31.8
28	28.8	24	25.3
87	88.4	52	52.8
35	35.8	61	62.1
82	83	15	16.6
10	10.9	38	39.8
81	82.4	45	46.6
18	18.6	55	56
58	59.4	72	73.3
27	28.3	98	98.7
65	67	99	99.9
43	44.9	64	65.8
60	61.6	71	71.9
19	20.2	12	12.7
89	89.9	24	25.7
12	12.7	62	63.3
83	84.8	97	98.7
7	8.9	20	21.3
77	78.6	25	26.7
38	39.3	6	7.8
64	64.7	14	15.1
19	19.8	57	57.8
78	79.4	73	74.9
19	20.2	45	46.3
62	63.7	64	65.9
15	16	45	46.3
79	80.8	74	75.8
41	42.8	36	36.8
82	83.3	70	71.7
24	24.6	24	24.6
82	83	60	61.3
