12	12.9	99	100.3
93	94.2	33	34.3
42	44	11	12.4
80	80.9	58	59.5
12	13.8	94	94.9
77	78.4	84	85.1
22	23.7	37	38.3
84	85	46	47.1
17	18.5	49	50.7
76	76.9	71	72.9
20	21.5	50	51
57	57.9	74	75.4
29	30.5	19	20.3
62	63.7	75	76.9
19	20.2	29	30.8
77	77.6	15	16.2
16	17.3	96	97.1
93	94.9	15	16.6
21	22.6	63	64.9
88	89.5	50	51.8
34	34.6	18	18.6
86	86.9	57	58.2
18	18.6	67	67.7
88	89.6	77	78.2
29	30.6	48	48.9
59	61	64	64.7
13	14.4	58	59.6
56	57.4	85	86
5	6.6	45	46.8
86	87.5	7	7.7
9	10	96	96.7
79	80.9	49	49.8
9	11	61	63
71	72.6	14	14.6
24	25.2	50	51
94	96	50	50.7
13	14.8	12	13.9
61	62.7	62	63
12	13.7	28	29.5
89	90.2	38	39.6
